Sno,MatchID,Team1,Team2,Winner,Year,Ground,Runs,Fours,Sixes,MatchTime,Ha1,Ha2,T1w,T2w,T1b,Groundcapacity,AvgSR
8,408,Australia,South Africa,Australia,2014,Melbourne,198,25,1,night,1,0,0,1,0,90000,109.165
9,409,Australia,South Africa,Australia,2014,Sydney,280,22,8,night,1,0,1,0,0,78000,99.57277778
0,352,New Zealand,West Indies,New Zealand,2014,Auckland,281,19,13,night,1,0,1,0,1,41000,113.3605882
1,353,New Zealand,West Indies,New Zealand,2014,Wellington,309,27,12,night,1,0,0,1,0,33500,123.3553333
2,359,West Indies,Ireland,Ireland,2014,Kingston,216,24,4,day,1,0,1,0,1,20000,120.334375
3,360,West Indies,Ireland,West Indies,2014,Kingston,177,11,2,day,1,0,0,1,1,20000,112.73
4,361,West Indies,England,West Indies,2014,Bridgetown,306,39,7,day,1,0,1,0,1,28000,114.846875
5,362,West Indies,England,West Indies,2014,Bridgetown,300,19,17,day,1,0,0,1,0,28000,125.3113333
6,364,West Indies,England,England,2014,Bridgetown,310,33,12,day,1,0,0,1,0,28000,123.9552941
7,382,India,West Indies,India,2014,Dhaka,242,20,9,night,0,0,1,0,0,25000,121.9685714
8,385,Bangladesh,West Indies,West Indies,2014,Dhaka,246,27,6,daynight,0,0,1,0,0,25000,108.0968421
9,388,Australia,West Indies,West Indies,2014,Dhaka,332,33,14,daynight,0,0,1,0,1,25000,123.8275
10,397,Pakistan,West Indies,West Indies,2014,Dhaka,237,15,13,night,0,0,0,1,0,25000,111.0305263
11,398,Sri Lanka,West Indies,Sri Lanka,2014,Dhaka,228,15,9,night,0,0,1,0,1,25000,122.9215385
12,402,West Indies,New Zealand,New Zealand,2014,Roseau,232,11,13,day,1,0,0,1,1,20000,127.652
13,403,West Indies,New Zealand,West Indies,2014,Roseau,283,24,10,day,1,0,0,1,1,20000,115.3515789
14,404,West Indies,Bangladesh,no result,2014,Basseterre,30,2,1,night,1,0,0,1,0,8000,107.045
0,352,New Zealand,West Indies,New Zealand,2014,Auckland,281,19,13,night,1,0,1,0,1,41000,113.3605882
1,353,New Zealand,West Indies,New Zealand,2014,Wellington,309,27,12,night,1,0,0,1,0,33500,123.3553333
2,380,England,New Zealand,New Zealand,2014,Chattogram,213,24,7,night,0,0,0,1,1,22000,128.1981818
3,383,New Zealand,South Africa,South Africa,2014,Chattogram,331,32,9,daynight,0,0,1,0,0,22000,118.1629412
4,390,Netherlands,New Zealand,New Zealand,2014,Chattogram,284,27,9,daynight,0,0,0,1,1,22000,119.0866667
5,395,New Zealand,Sri Lanka,Sri Lanka,2014,Chattogram,171,20,2,night,0,0,1,0,0,22000,110.8204545
6,402,West Indies,New Zealand,New Zealand,2014,Roseau,232,11,13,day,1,0,0,1,1,20000,127.652
7,403,West Indies,New Zealand,West Indies,2014,Roseau,283,24,10,day,1,0,0,1,1,20000,115.3515789
8,411,New Zealand,Pakistan,Pakistan,2014,Dubai (DSC),263,22,8,night,0,0,0,1,1,25000,101.4107143
9,412,New Zealand,Pakistan,New Zealand,2014,Dubai (DSC),250,19,7,night,0,0,0,1,1,25000,93.56857143
0,378,India,Pakistan,India,2014,Dhaka,251,25,6,night,0,0,1,0,0,25000,113.9507692
1,382,India,West Indies,India,2014,Dhaka,242,20,9,night,0,0,1,0,0,25000,121.9685714
2,389,Bangladesh,India,India,2014,Dhaka,266,25,8,night,0,0,0,1,1,25000,113.4784615
3,393,Australia,India,India,2014,Dhaka,224,14,11,night,0,0,1,0,0,25000,114.0255
4,399,India,South Africa,India,2014,Dhaka,331,30,11,night,0,0,0,1,0,25000,126.1758333
5,400,India,Sri Lanka,Sri Lanka,2014,Dhaka,253,24,8,night,0,0,0,1,1,25000,122.1918182
6,405,England,India,England,2014,Birmingham,345,27,17,day,1,0,1,0,1,24803,115.1033333
0,378,India,Pakistan,India,2014,Dhaka,251,25,6,night,0,0,1,0,0,25000,113.9507692
1,381,Australia,Pakistan,Pakistan,2014,Dhaka,341,35,13,daynight,0,0,1,0,0,25000,114.9711111
2,392,Bangladesh,Pakistan,Pakistan,2014,Dhaka,312,27,11,daynight,0,0,0,1,0,25000,111.693125
3,397,Pakistan,West Indies,West Indies,2014,Dhaka,237,15,13,night,0,0,0,1,0,25000,111.0305263
4,406,Australia,Pakistan,Australia,2014,Dubai (DSC),167,13,3,night,0,0,0,1,0,25000,96.82588235
5,411,New Zealand,Pakistan,Pakistan,2014,Dubai (DSC),263,22,8,night,0,0,0,1,1,25000,101.4107143
6,412,New Zealand,Pakistan,New Zealand,2014,Dubai (DSC),250,19,7,night,0,0,0,1,1,25000,93.56857143
0,357,Bangladesh,Sri Lanka,Sri Lanka,2014,Chattogram,317,31,6,daynight,1,0,1,0,0,22000,106.7117647
1,358,Bangladesh,Sri Lanka,Sri Lanka,2014,Chattogram,232,21,4,daynight,1,0,1,0,1,22000,106.759
2,379,South Africa,Sri Lanka,Sri Lanka,2014,Chattogram,310,27,10,daynight,0,0,0,1,0,22000,122.7115789
3,384,Netherlands,Sri Lanka,Sri Lanka,2014,Chattogram,70,8,1,night,0,0,0,1,1,22000,97.19285714
4,387,England,Sri Lanka,England,2014,Chattogram,367,37,15,night,0,0,1,0,0,22000,128.0258333
5,395,New Zealand,Sri Lanka,Sri Lanka,2014,Chattogram,171,20,2,night,0,0,1,0,0,22000,110.8204545
6,398,Sri Lanka,West Indies,Sri Lanka,2014,Dhaka,228,15,9,night,0,0,1,0,1,25000,122.9215385
7,400,India,Sri Lanka,Sri Lanka,2014,Dhaka,253,24,8,night,0,0,0,1,1,25000,122.1918182
8,401,England,Sri Lanka,Sri Lanka,2014,The Oval,337,40,9,daynight,1,0,1,0,0,23500,123.6188235
0,368,Ireland,Zimbabwe,Ireland,2014,Sylhet,313,30,9,daynight,0,0,1,0,0,13533,117.9575
1,372,Netherlands,Zimbabwe,Zimbabwe,2014,Sylhet,269,24,4,daynight,0,0,1,0,1,13533,122.79
2,376,U.A.E.,Zimbabwe,Zimbabwe,2014,Sylhet,228,23,7,day,0,0,0,1,1,13533,106.2688889
0,301,New Zealand,England,England,2013,Auckland,365,27,23,night,1,0,1,0,0,41000,134.3535
1,302,New Zealand,England,New Zealand,2013,Hamilton,313,33,12,night,1,0,0,1,1,10000,128.5668421
2,304,New Zealand,England,England,2013,Wellington,267,20,12,night,1,0,0,1,1,33500,131.9809091
3,317,England,New Zealand,New Zealand,2013,The Oval,367,33,15,night,1,0,1,0,0,23500,145.8730769
4,318,England,New Zealand,no result,2013,The Oval,2,0,0,night,1,0,0,1,1,23500,157.3666667
5,328,England,Australia,Australia,2013,Southampton,444,43,23,night,1,0,1,0,0,6500,153.384375
6,329,England,Australia,England,2013,Chester-le-Street,345,31,14,day,1,0,0,1,1,5000,144.8927778
0,299,Australia,Sri Lanka,Sri Lanka,2013,Sydney,269,13,9,night,1,0,1,0,1,78000,129.2208333
1,300,Australia,Sri Lanka,Sri Lanka,2013,Melbourne,261,25,6,night,1,0,1,0,0,90000,138.3981818
2,303,Australia,West Indies,West Indies,2013,Brisbane,343,22,13,night,1,0,0,1,0,37000,132.5694444
3,328,England,Australia,Australia,2013,Southampton,444,43,23,night,1,0,1,0,0,6500,153.384375
4,329,England,Australia,England,2013,Chester-le-Street,345,31,14,day,1,0,0,1,1,5000,144.8927778
5,331,India,Australia,India,2013,Rajkot,384,43,15,night,1,0,1,0,0,28000,157.4766667
0,306,South Africa,Pakistan,Pakistan,2013,Centurion,279,29,11,day,1,0,0,1,0,20000,89.6325
1,323,Sri Lanka,South Africa,South Africa,2013,Colombo (RPS),204,20,2,night,1,0,0,1,0,35000,106.4063158
2,324,Sri Lanka,South Africa,South Africa,2013,Hambantota,256,20,4,night,1,0,0,1,0,35000,112.1952941
3,325,Sri Lanka,South Africa,Sri Lanka,2013,Hambantota,314,38,8,night,1,0,0,1,0,35000,117.6345455
4,334,Pakistan,South Africa,South Africa,2013,Dubai (DSC),190,16,4,night,0,0,1,0,1,25000,110.1392308
5,336,Pakistan,South Africa,South Africa,2013,Dubai (DSC),277,22,7,night,0,0,0,1,0,25000,107.9029412
6,340,South Africa,Pakistan,South Africa,2013,Johannesburg,191,27,1,night,1,0,0,1,1,28000,113.3638462
7,343,South Africa,Pakistan,Pakistan,2013,Cape Town,330,30,11,night,1,0,0,1,0,25000,124.5141667
0,303,Australia,West Indies,West Indies,2013,Brisbane,343,22,13,night,1,0,0,1,0,37000,132.5694444
1,305,West Indies,Zimbabwe,West Indies,2013,North Sound,249,24,10,day,1,0,0,1,0,10000,105.6278571
2,308,West Indies,Zimbabwe,West Indies,2013,North Sound,256,20,7,day,1,0,1,0,1,10000,116.5105882
3,321,West Indies,Pakistan,Pakistan,2013,Kingstown,288,31,11,day,1,0,1,0,1,20000,119.51
4,322,West Indies,Pakistan,Pakistan,2013,Kingstown,246,19,9,day,1,0,0,1,0,20000,120.4165
0,301,New Zealand,England,England,2013,Auckland,365,27,23,night,1,0,1,0,0,41000,134.3535
1,302,New Zealand,England,New Zealand,2013,Hamilton,313,33,12,night,1,0,0,1,1,10000,128.5668421
2,304,New Zealand,England,England,2013,Wellington,267,20,12,night,1,0,0,1,1,33500,131.9809091
3,317,England,New Zealand,New Zealand,2013,The Oval,367,33,15,night,1,0,1,0,0,23500,145.8730769
4,318,England,New Zealand,no result,2013,The Oval,2,0,0,night,1,0,0,1,1,23500,157.3666667
5,333,Bangladesh,New Zealand,New Zealand,2013,Dhaka,380,36,17,day,1,0,0,1,0,25000,141.5261111
6,341,Sri Lanka,New Zealand,Sri Lanka,2013,Pallekele,279,28,4,night,1,0,1,0,0,35000,124.0561538
0,331,India,Australia,India,2013,Rajkot,384,43,15,night,1,0,1,0,0,28000,157.4766667
0,306,South Africa,Pakistan,Pakistan,2013,Centurion,279,29,11,day,1,0,0,1,0,20000,89.6325
1,321,West Indies,Pakistan,Pakistan,2013,Kingstown,288,31,11,day,1,0,1,0,1,20000,119.51
2,322,West Indies,Pakistan,Pakistan,2013,Kingstown,246,19,9,day,1,0,0,1,0,20000,120.4165
3,326,Zimbabwe,Pakistan,Pakistan,2013,Harare,268,23,5,day,1,0,1,0,0,10000,121.0392857
4,327,Zimbabwe,Pakistan,Pakistan,2013,Harare,322,25,14,day,1,0,1,0,0,10000,112.2090909
5,334,Pakistan,South Africa,South Africa,2013,Dubai (DSC),190,16,4,night,0,0,1,0,1,25000,110.1392308
6,336,Pakistan,South Africa,South Africa,2013,Dubai (DSC),277,22,7,night,0,0,0,1,0,25000,107.9029412
7,340,South Africa,Pakistan,South Africa,2013,Johannesburg,191,27,1,night,1,0,0,1,1,28000,113.3638462
8,343,South Africa,Pakistan,Pakistan,2013,Cape Town,330,30,11,night,1,0,0,1,0,25000,124.5141667
9,349,Afghanistan,Pakistan,Pakistan,2013,Sharjah,251,18,10,night,0,0,1,0,1,16000,125.539375
10,350,Pakistan,Sri Lanka,Pakistan,2013,Dubai (DSC),285,22,8,night,0,0,1,0,0,25000,125.52875
11,351,Pakistan,Sri Lanka,Sri Lanka,2013,Dubai (DSC),368,36,15,night,0,0,1,0,0,25000,129.8913333
0,299,Australia,Sri Lanka,Sri Lanka,2013,Sydney,269,13,9,night,1,0,1,0,1,78000,129.2208333
1,300,Australia,Sri Lanka,Sri Lanka,2013,Melbourne,261,25,6,night,1,0,1,0,0,90000,138.3981818
2,312,Sri Lanka,Bangladesh,Sri Lanka,2013,Pallekele,345,27,14,day,1,0,0,1,1,35000,126.944375
3,323,Sri Lanka,South Africa,South Africa,2013,Colombo (RPS),204,20,2,night,1,0,0,1,0,35000,106.4063158
4,324,Sri Lanka,South Africa,South Africa,2013,Hambantota,256,20,4,night,1,0,0,1,0,35000,112.1952941
5,325,Sri Lanka,South Africa,Sri Lanka,2013,Hambantota,314,38,8,night,1,0,0,1,0,35000,117.6345455
6,341,Sri Lanka,New Zealand,Sri Lanka,2013,Pallekele,279,28,4,night,1,0,1,0,0,35000,124.0561538
7,350,Pakistan,Sri Lanka,Pakistan,2013,Dubai (DSC),285,22,8,night,0,0,1,0,0,25000,125.52875
8,351,Pakistan,Sri Lanka,Sri Lanka,2013,Dubai (DSC),368,36,15,night,0,0,1,0,0,25000,129.8913333
0,305,West Indies,Zimbabwe,West Indies,2013,North Sound,249,24,10,day,1,0,0,1,0,10000,105.6278571
1,308,West Indies,Zimbabwe,West Indies,2013,North Sound,256,20,7,day,1,0,1,0,1,10000,116.5105882
2,315,Zimbabwe,Bangladesh,Zimbabwe,2013,Bulawayo,313,31,8,day,1,0,1,0,1,9000,119.075625
3,316,Zimbabwe,Bangladesh,Bangladesh,2013,Bulawayo,276,28,5,day,1,0,0,1,0,9000,109.7575
4,326,Zimbabwe,Pakistan,Pakistan,2013,Harare,268,23,5,day,1,0,1,0,0,10000,121.0392857
5,327,Zimbabwe,Pakistan,Pakistan,2013,Harare,322,25,14,day,1,0,1,0,0,10000,112.2090909
0,13,Australia,England,Australia,2007,Sydney,349,27,15,night,1,0,1,0,1,44002,119.8727778
1,15,England,West Indies,West Indies,2007,The Oval,369,34,14,day,1,0,0,1,0,23500,118.0931579
2,16,England,West Indies,England,2007,The Oval,314,33,6,day,1,0,0,1,0,23500,121.471875
3,25,England,Zimbabwe,England,2007,Cape Town,317,24,12,day,0,1,1,0,1,25000,111.8285
4,28,Australia,England,Australia,2007,Cape Town,266,29,7,day,1,0,0,1,0,25000,125.3633333
5,34,South Africa,England,South Africa,2007,Cape Town,273,25,8,night,0,0,0,1,1,25000,115.3422222
6,36,England,New Zealand,New Zealand,2007,Durban,315,20,14,day,0,1,1,0,0,25000,122.2
7,40,England,India,India,2007,Durban,384,33,17,night,0,0,0,1,0,25000,131.9014286
0,13,Australia,England,Australia,2007,Sydney,349,27,15,night,1,0,1,0,1,44002,119.8727778
1,23,Australia,Zimbabwe,Zimbabwe,2007,Cape Town,263,25,5,night,0,1,1,0,1,25000,119.0152941
2,28,Australia,England,Australia,2007,Cape Town,266,29,7,day,1,0,0,1,0,25000,125.3633333
3,33,Australia,Bangladesh,Australia,2007,Cape Town,226,19,8,day,0,1,1,0,0,25000,109.3438462
4,37,Australia,Pakistan,Pakistan,2007,Johannesburg,315,36,6,day,0,1,0,1,1,28000,134.702
5,41,Australia,Sri Lanka,Australia,2007,Cape Town,186,19,3,day,0,1,1,0,0,25000,110.5638462
6,45,Australia,India,India,2007,Durban,346,25,20,night,1,0,0,1,0,25000,136.2575
7,47,India,Australia,India,2007,Mumbai (BS),300,34,7,night,1,0,0,1,0,20000,133.0016667
8,49,Australia,New Zealand,Australia,2007,Perth,298,29,12,night,1,0,1,0,1,18000,115.8747368
0,14,South Africa,Pakistan,South Africa,2007,Johannesburg,234,22,9,night,1,0,1,0,0,28000,127.9741667
1,20,South Africa,West Indies,South Africa,2007,Johannesburg,368,36,18,night,1,0,1,0,0,28000,134.5983333
2,31,South Africa,Bangladesh,South Africa,2007,Cape Town,274,27,11,night,1,0,1,0,0,25000,106.929375
3,34,South Africa,England,South Africa,2007,Cape Town,273,25,8,night,0,0,0,1,1,25000,115.3422222
4,39,South Africa,New Zealand,South Africa,2007,Durban,295,23,13,day,1,0,1,0,0,25000,114.534375
5,43,South Africa,India,India,2007,Durban,232,25,5,night,0,0,0,1,0,25000,117.6105556
6,48,South Africa,New Zealand,South Africa,2007,Johannesburg,246,16,9,night,1,0,1,0,0,28000,103.4283333
7,50,South Africa,West Indies,West Indies,2007,Port Elizabeth,103,9,4,night,1,0,0,1,1,19000,109.0241176
0,15,England,West Indies,West Indies,2007,The Oval,369,34,14,day,1,0,0,1,0,23500,118.0931579
1,16,England,West Indies,England,2007,The Oval,314,33,6,day,1,0,0,1,0,23500,121.471875
2,20,South Africa,West Indies,South Africa,2007,Johannesburg,368,36,18,night,1,0,1,0,0,28000,134.5983333
3,24,Bangladesh,West Indies,Bangladesh,2007,Johannesburg,306,30,12,day,0,1,1,0,0,28000,127.4046667
4,50,South Africa,West Indies,West Indies,2007,Port Elizabeth,103,9,4,night,1,0,0,1,1,19000,109.0241176
0,21,Kenya,New Zealand,New Zealand,2007,Durban,129,12,5,day,1,0,0,1,1,25000,82.46071429
1,30,New Zealand,Sri Lanka,Sri Lanka,2007,Johannesburg,307,21,13,day,1,0,1,0,1,28000,131.6684615
2,32,India,New Zealand,New Zealand,2007,Johannesburg,356,40,13,day,0,1,1,0,0,28000,120.5731818
3,36,England,New Zealand,New Zealand,2007,Durban,315,20,14,day,0,1,1,0,0,25000,122.2
4,39,South Africa,New Zealand,South Africa,2007,Durban,295,23,13,day,1,0,1,0,0,25000,114.534375
5,44,New Zealand,Pakistan,Pakistan,2007,Cape Town,280,15,14,day,1,0,1,0,1,25000,124.466875
6,48,South Africa,New Zealand,South Africa,2007,Johannesburg,246,16,9,night,1,0,1,0,0,28000,103.4283333
7,49,Australia,New Zealand,Australia,2007,Perth,298,29,12,night,1,0,1,0,1,18000,115.8747368
0,26,India,Scotland,no result,2007,Durban,0,0,0,night,0,1,0,1,1,25000,100
1,29,India,Pakistan,tied,2007,Durban,269,28,7,night,0,1,0,1,1,25000,131.0505556
2,32,India,New Zealand,New Zealand,2007,Johannesburg,356,40,13,day,0,1,1,0,0,28000,120.5731818
3,40,England,India,India,2007,Durban,384,33,17,night,0,0,0,1,0,25000,131.9014286
4,43,South Africa,India,India,2007,Durban,232,25,5,night,0,0,0,1,0,25000,117.6105556
5,45,Australia,India,India,2007,Durban,346,25,20,night,1,0,0,1,0,25000,136.2575
6,46,India,Pakistan,India,2007,Johannesburg,291,24,12,day,0,1,1,0,1,28000,155.6061111
7,47,India,Australia,India,2007,Mumbai (BS),300,34,7,night,1,0,0,1,0,20000,133.0016667
0,14,South Africa,Pakistan,South Africa,2007,Johannesburg,234,22,9,night,1,0,1,0,0,28000,127.9741667
1,18,Bangladesh,Pakistan,Pakistan,2007,Nairobi (Gym),339,23,18,day,1,0,1,0,0,7000,114.9105556
2,19,Kenya,Pakistan,Pakistan,2007,Nairobi (Gym),170,10,6,day,1,0,1,0,1,7000,88.67666667
3,22,Pakistan,Scotland,Pakistan,2007,Durban,272,30,6,day,0,1,0,1,1,25000,93.8052381
4,29,India,Pakistan,tied,2007,Durban,269,28,7,night,0,1,0,1,1,25000,131.0505556
5,35,Pakistan,Sri Lanka,Pakistan,2007,Johannesburg,320,21,15,night,0,1,0,1,1,28000,113.9131579
6,37,Australia,Pakistan,Pakistan,2007,Johannesburg,315,36,6,day,0,1,0,1,1,28000,134.702
7,42,Bangladesh,Pakistan,Pakistan,2007,Cape Town,262,21,6,day,0,1,0,1,1,25000,111.4342105
8,44,New Zealand,Pakistan,Pakistan,2007,Cape Town,280,15,14,day,1,0,1,0,1,25000,124.466875
9,46,India,Pakistan,India,2007,Johannesburg,291,24,12,day,0,1,1,0,1,28000,155.6061111
0,27,Kenya,Sri Lanka,Sri Lanka,2007,Johannesburg,325,34,12,day,1,0,1,0,0,28000,93.60684211
1,30,New Zealand,Sri Lanka,Sri Lanka,2007,Johannesburg,307,21,13,day,1,0,1,0,1,28000,131.6684615
2,35,Pakistan,Sri Lanka,Pakistan,2007,Johannesburg,320,21,15,night,0,1,0,1,1,28000,113.9131579
3,38,Bangladesh,Sri Lanka,Sri Lanka,2007,Johannesburg,219,17,3,night,0,1,1,0,0,28000,113.2927778
4,41,Australia,Sri Lanka,Australia,2007,Cape Town,186,19,3,day,0,1,1,0,0,25000,110.5638462
0,23,Australia,Zimbabwe,Zimbabwe,2007,Cape Town,263,25,5,night,0,1,1,0,1,25000,119.0152941
1,25,England,Zimbabwe,England,2007,Cape Town,317,24,12,day,0,1,1,0,1,25000,111.8285
0,53,New Zealand,England,England,2008,Auckland,311,31,12,night,1,0,1,0,0,41000,126.4519048
1,54,New Zealand,England,England,2008,Christchurch,329,29,15,night,1,0,0,1,0,36500,129.1194737
2,56,England,New Zealand,England,2008,Manchester,247,29,5,day,1,0,1,0,0,19000,112.6161538
0,52,Australia,India,Australia,2008,Melbourne,143,6,2,night,1,0,0,1,0,90000,69.00357143
1,57,West Indies,Australia,West Indies,2008,Bridgetown,179,16,10,day,1,0,1,0,0,28000,114.39
0,51,South Africa,West Indies,South Africa,2008,Johannesburg,228,18,9,night,1,0,1,0,0,28000,100.4976471
1,77,South Africa,Bangladesh,South Africa,2008,Johannesburg,199,24,2,night,1,0,0,1,1,28000,106.9778947
0,51,South Africa,West Indies,South Africa,2008,Johannesburg,228,18,9,night,1,0,1,0,0,28000,100.4976471
1,57,West Indies,Australia,West Indies,2008,Bridgetown,179,16,10,day,1,0,1,0,0,28000,114.39
2,78,New Zealand,West Indies,tied,2008,Auckland,297,24,14,daynight,1,0,1,0,1,41000,115.9668421
3,79,New Zealand,West Indies,New Zealand,2008,Hamilton,320,30,14,daynight,1,0,1,0,1,10000,120.0294737
0,53,New Zealand,England,England,2008,Auckland,311,31,12,night,1,0,1,0,0,41000,126.4519048
1,54,New Zealand,England,England,2008,Christchurch,329,29,15,night,1,0,0,1,0,36500,129.1194737
2,56,England,New Zealand,England,2008,Manchester,247,29,5,day,1,0,1,0,0,19000,112.6161538
3,78,New Zealand,West Indies,tied,2008,Auckland,297,24,14,daynight,1,0,1,0,1,41000,115.9668421
4,79,New Zealand,West Indies,New Zealand,2008,Hamilton,320,30,14,daynight,1,0,1,0,1,10000,120.0294737
0,52,Australia,India,Australia,2008,Melbourne,143,6,2,night,1,0,0,1,0,90000,69.00357143
0,55,Pakistan,Bangladesh,Pakistan,2008,Karachi,285,19,12,night,1,0,1,0,1,20000,94.215
1,70,Canada,Pakistan,Pakistan,2008,King City (NW),218,13,10,day,1,0,0,1,0,20000,90.766
2,72,Pakistan,Sri Lanka,Pakistan,2008,King City (NW),260,22,6,day,0,0,1,0,0,20000,108.978
3,73,Pakistan,Zimbabwe,Pakistan,2008,King City (NW),182,19,4,day,0,0,0,1,0,20000,87.576
4,76,Pakistan,Sri Lanka,Sri Lanka,2008,King City (NW),230,19,5,day,0,0,0,1,1,20000,121.6175
0,69,Sri Lanka,Zimbabwe,Sri Lanka,2008,King City (NW),198,17,5,day,0,0,1,0,0,20000,98.51176471
1,72,Pakistan,Sri Lanka,Pakistan,2008,King City (NW),260,22,6,day,0,0,1,0,0,20000,108.978
2,74,Canada,Sri Lanka,Sri Lanka,2008,King City (NW),268,19,11,day,1,0,0,1,0,20000,91.354
3,76,Pakistan,Sri Lanka,Sri Lanka,2008,King City (NW),230,19,5,day,0,0,0,1,1,20000,121.6175
0,69,Sri Lanka,Zimbabwe,Sri Lanka,2008,King City (NW),198,17,5,day,0,0,1,0,0,20000,98.51176471
1,71,Canada,Zimbabwe,tied,2008,King City (NW),244,15,8,day,1,0,0,1,1,20000,95.70368421
2,73,Pakistan,Zimbabwe,Pakistan,2008,King City (NW),182,19,4,day,0,0,0,1,0,20000,87.576
3,75,Canada,Zimbabwe,Zimbabwe,2008,King City (NW),244,25,8,day,1,0,1,0,0,20000,86.66222222
0,86,West Indies,England,West Indies,2009,Port of Spain,214,22,2,day,1,0,1,0,0,25000,105.0782353
1,90,England,Netherlands,Netherlands,2009,Lord's,299,26,4,daynight,0,0,0,1,1,30000,115.7
2,95,England,Pakistan,England,2009,The Oval,306,30,7,daynight,0,0,0,1,1,23500,115.41125
3,103,England,South Africa,South Africa,2009,Nottingham,215,19,4,daynight,0,0,1,0,1,15350,111.389375
4,109,England,India,England,2009,Lord's,279,22,6,daynight,0,0,0,1,1,30000,121.72125
5,111,England,West Indies,West Indies,2009,The Oval,232,21,4,daynight,1,0,1,0,1,23500,123.1186667
6,119,England,Australia,no result,2009,Manchester,137,6,3,day,1,0,1,0,0,19000,117.2522222
7,124,South Africa,England,England,2009,Johannesburg,315,26,18,night,1,0,1,0,0,28000,130.0861538
8,125,South Africa,England,South Africa,2009,Centurion,389,32,23,day,1,0,1,0,1,20000,122.2511111
0,80,Australia,South Africa,Australia,2009,Melbourne,296,23,9,night,1,0,1,0,1,90000,104.6759091
1,81,Australia,South Africa,Australia,2009,Brisbane,301,24,8,night,1,0,0,1,0,37000,118.3115385
2,83,Australia,New Zealand,Australia,2009,Sydney,281,24,5,night,1,0,1,0,1,44002,100.8875
3,87,South Africa,Australia,South Africa,2009,Johannesburg,316,29,11,night,1,0,1,0,0,28000,122.0741176
4,88,South Africa,Australia,South Africa,2009,Centurion,280,17,14,night,1,0,0,1,1,20000,115.8470588
5,89,Australia,Pakistan,Pakistan,2009,Dubai (DSC),205,18,3,day,0,0,0,1,1,25000,92.111875
6,92,Australia,West Indies,West Indies,2009,The Oval,311,27,13,day,0,1,1,0,1,23500,124.3992857
7,97,Australia,Sri Lanka,Sri Lanka,2009,Nottingham,305,30,11,daynight,1,0,0,1,1,15350,118.6947059
8,119,England,Australia,no result,2009,Manchester,137,6,3,day,1,0,1,0,0,19000,117.2522222
0,80,Australia,South Africa,Australia,2009,Melbourne,296,23,9,night,1,0,1,0,1,90000,104.6759091
1,81,Australia,South Africa,Australia,2009,Brisbane,301,24,8,night,1,0,0,1,0,37000,118.3115385
2,87,South Africa,Australia,South Africa,2009,Johannesburg,316,29,11,night,1,0,1,0,0,28000,122.0741176
3,88,South Africa,Australia,South Africa,2009,Centurion,280,17,14,night,1,0,0,1,1,20000,115.8470588
4,94,Scotland,South Africa,South Africa,2009,The Oval,285,24,12,day,0,0,1,0,0,23500,99.26666667
5,99,New Zealand,South Africa,South Africa,2009,Lord's,239,20,3,daynight,0,0,1,0,0,30000,124.5293333
6,103,England,South Africa,South Africa,2009,Nottingham,215,19,4,daynight,0,0,1,0,1,15350,111.389375
7,106,South Africa,West Indies,South Africa,2009,The Oval,326,43,4,day,0,1,0,1,1,23500,121.361
8,113,India,South Africa,South Africa,2009,Nottingham,237,21,2,daynight,0,0,0,1,0,15350,125.0570588
9,114,Pakistan,South Africa,Pakistan,2009,Nottingham,270,27,3,daynight,0,0,1,0,1,15350,127.2107692
10,124,South Africa,England,England,2009,Johannesburg,315,26,18,night,1,0,1,0,0,28000,130.0861538
11,125,South Africa,England,South Africa,2009,Centurion,389,32,23,day,1,0,1,0,1,20000,122.2511111
0,86,West Indies,England,West Indies,2009,Port of Spain,214,22,2,day,1,0,1,0,0,25000,105.0782353
1,92,Australia,West Indies,West Indies,2009,The Oval,311,27,13,day,0,1,1,0,1,23500,124.3992857
2,100,Sri Lanka,West Indies,Sri Lanka,2009,Nottingham,337,38,7,day,0,1,0,1,1,15350,120.9392857
3,105,India,West Indies,West Indies,2009,Lord's,298,31,6,daynight,0,1,1,0,1,30000,128.5364286
4,106,South Africa,West Indies,South Africa,2009,The Oval,326,43,4,day,0,1,0,1,1,23500,121.361
5,111,England,West Indies,West Indies,2009,The Oval,232,21,4,daynight,1,0,1,0,1,23500,123.1186667
6,115,Sri Lanka,West Indies,Sri Lanka,2009,The Oval,242,29,5,daynight,0,1,0,1,1,23500,118.9466667
7,117,West Indies,Bangladesh,West Indies,2009,Basseterre,213,22,6,day,1,0,0,1,0,8000,98.91333333
0,83,Australia,New Zealand,Australia,2009,Sydney,281,24,5,night,1,0,1,0,1,44002,100.8875
1,84,New Zealand,India,New Zealand,2009,Christchurch,314,16,24,night,1,0,1,0,0,36500,134.095
2,85,New Zealand,India,New Zealand,2009,Wellington,284,26,10,night,1,0,1,0,0,33500,129.7506667
3,91,New Zealand,Scotland,New Zealand,2009,The Oval,173,20,8,day,0,0,1,0,0,23500,120.696
4,99,New Zealand,South Africa,South Africa,2009,Lord's,239,20,3,daynight,0,0,1,0,0,30000,124.5293333
5,102,Ireland,New Zealand,New Zealand,2009,Nottingham,299,25,11,day,0,0,1,0,0,15350,112.43
6,107,New Zealand,Pakistan,Pakistan,2009,The Oval,191,17,4,daynight,0,0,1,0,1,23500,110.9876471
